veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
3.43,0.2546201232,0,0,0,UTE,1,F,A,5
1.73,0.7446954141,0,0,0,STNWG,4,F,A,2
0.82,0.7446954141,0,0,0,HBACK,4,F,C,5
1.49,0.2546201232,0,0,0,HBACK,2,F,C,4
1.81,0.4654346338,0,0,0,SEDAN,1,F,B,5
2.42,0.1861738535,0,0,0,SEDAN,1,F,B,4
0.82,0.6570841889,0,0,0,HBACK,4,F,C,4
1.58,0.1889117043,0,0,0,HBACK,1,M,C,5
0.86,0.7446954141,0,0,0,UTE,3,M,C,2
1.15,0.7446954141,1,1,4285.6399994,SEDAN,3,M,A,4
3.68,0.3887748118,0,0,0,UTE,1,M,E,2
2.11,0.7529089665,0,0,0,SEDAN,1,M,C,2
2.1,0.7446954141,0,0,0,HBACK,2,M,C,5
0.71,0.7446954141,0,0,0,SEDAN,4,F,B,3
1.95,0.7446954141,0,0,0,STNWG,3,M,B,5
1.23,0.1505817933,0,0,0,UTE,3,M,C,5
0.87,0.7446954141,0,0,0,HBACK,3,F,A,2
1.19,0.2546201232,0,0,0,HBACK,3,F,D,1
1.85,0.7912388775,0,0,0,STNWG,4,F,D,2
1.99,0.7446954141,1,1,569.5,SEDAN,2,M,C,6
0.83,0.7446954141,0,0,0,STNWG,4,F,A,4
1.22,0.0246406571,0,0,0,STNWG,4,F,E,4
2.5,0.9609856263,0,0,0,HDTOP,1,F,A,2
1.23,0.7446954141,0,0,0,SEDAN,3,F,B,6
1.95,0.7446954141,0,0,0,STNWG,3,M,D,6
0.3,0.5475701574,0,0,0,HBACK,4,F,B,1
4.28,0.6570841889,0,0,0,STNWG,2,M,C,4
1.34,0.4736481862,1,1,1697.6599998,HBACK,2,F,D,5
1.92,0.6570841889,0,0,0,SEDAN,1,F,B,5
3.08,0.0109514031,0,0,0,STNWG,2,M,A,4
1.21,0.8158795346,0,0,0,SEDAN,2,F,B,5
0.78,0.3887748118,0,0,0,SEDAN,3,F,A,4
1.79,0.0109514031,0,0,0,HBACK,1,M,A,1
1.62,0.1396303901,0,0,0,HBACK,2,M,C,3
0.85,0.8158795346,0,0,0,SEDAN,4,F,B,2
1.99,0.1834360027,0,0,0,STNWG,4,M,A,5
0.95,0.6570841889,1,2,1487.7299976,SEDAN,4,F,A,4
0.69,0.0109514031,0,0,0,SEDAN,4,F,B,4
0.37,0.3559206023,0,0,0,HBACK,4,F,C,3
1.88,0.810403833,0,0,0,SEDAN,2,F,B,3
2.234,0.6570841889,0,0,0,HBACK,1,M,D,4
1.03,0.1451060917,0,0,0,HBACK,4,F,C,5
0.44,0.6570841889,0,0,0,STNWG,4,M,A,5
2.048,0.6570841889,0,0,0,HBACK,1,F,B,3
1.99,0.8158795346,0,0,0,HBACK,2,M,A,3
0.88,0.1314168378,0,0,0,SEDAN,3,F,C,2
1.15,0.6570841889,1,1,853.22999954,COUPE,3,M,A,3
1.1,0.2902121834,0,0,0,SEDAN,3,F,B,3
0.79,0.2874743326,1,1,9737.039978,HBACK,3,F,D,3
1.44,0.6570841889,0,0,0,BUS,3,M,C,1
1.57,0.9883641342,0,0,0,HBACK,2,F,B,3
1.06,0.0109514031,0,0,0,HBACK,3,F,C,3
4.349,0.6543463381,0,0,0,UTE,1,M,B,4
1.5,0.6707734428,0,0,0,HBACK,1,F,C,4
1.15,0.6570841889,0,0,0,HBACK,2,F,C,1
0.75,0.6570841889,0,0,0,SEDAN,4,F,B,4
1.58,0.2792607803,0,0,0,HBACK,2,F,A,5
0.96,0.6570841889,0,0,0,SEDAN,4,M,A,1
0.71,0.8186173853,0,0,0,HBACK,4,F,A,1
1.2,0.6570841889,0,0,0,UTE,4,M,A,2
0.71,0.9883641341,0,0,0,HBACK,4,F,B,5
1.34,0.6543463381,0,0,0,SEDAN,2,F,C,3
1,0.720054757,0,0,0,PANVN,4,F,A,2
0.83,0.3887748118,0,0,0,COUPE,4,F,A,1
0.5,0.1642710472,0,0,0,COUPE,4,F,C,5
3.772,0.6543463381,0,0,0,UTE,1,F,A,4
0.65,0.6570841889,0,0,0,HBACK,4,F,C,1
1.8353,0.6516084873,0,0,0,HBACK,1,F,A,4
1.33,0.3887748118,0,0,0,STNWG,4,M,F,4
1.86,0.1314168378,0,0,0,SEDAN,2,F,B,3
2.31,0.1314168378,0,0,0,HBACK,1,M,A,5
0.82,0.3887748118,0,0,0,HBACK,3,F,A,2
5.699,0.9993155373,0,0,0,STNWG,1,M,A,2
1.74,0.7638603696,0,0,0,HBACK,2,M,C,6
2.07,0.1314168378,0,0,0,UTE,3,M,E,3
1.34,0.0054757016,0,0,0,HBACK,1,F,E,5
1.25,0.9226557153,0,0,0,SEDAN,3,F,C,2
1.5,0.0109514031,0,0,0,SEDAN,2,F,B,5
2.81,0.6570841889,0,0,0,SEDAN,1,F,F,2
1.77,0.6570841889,0,0,0,SEDAN,1,F,C,3
0.66,0.1834360027,0,0,0,SEDAN,4,M,C,2
1.13,0.0109514031,0,0,0,SEDAN,3,F,D,3
1.12,0.2272416153,1,1,353.76999998,HBACK,3,F,B,5
1.5,0.0027378508,0,0,0,HBACK,2,F,C,4
1.71,0.0109514031,0,0,0,SEDAN,2,F,B,6
2.2,0.8158795346,0,0,0,STNWG,4,F,E,3
1.74,0.9883641342,1,1,200,HBACK,2,M,A,3
1.22,0.128678987,0,0,0,STNWG,4,M,C,2
2.56,0.9883641341,0,0,0,SEDAN,1,M,D,5
1.45,0.1916495551,0,0,0,HBACK,2,F,D,1
1.79,0.9911019849,0,0,0,STNWG,4,F,D,3
2.37,0.3887748118,0,0,0,SEDAN,4,F,B,4
1.5,0.0848733744,0,0,0,HBACK,2,F,E,1
2.03,0.6105407255,0,0,0,HBACK,1,F,A,2
0.34,0.9883641342,0,0,0,SEDAN,4,M,B,2
3.11,0.0109514031,0,0,0,HDTOP,2,F,B,2
2.13,0.9883641342,0,0,0,STNWG,3,F,A,3
1.14,0.0109514031,0,0,0,HBACK,2,F,B,4
1.98,0.1232032854,0,0,0,SEDAN,2,F,E,4
1.13,0.3887748118,0,0,0,HBACK,3,M,B,4
1.38,0.8158795346,0,0,0,HBACK,2,F,E,1
0.91,0.0109514031,0,0,0,SEDAN,3,F,D,4
0.52,0.1834360027,0,0,0,HBACK,4,M,C,4
1.36,0.9883641342,0,0,0,SEDAN,3,F,C,3
1.36,0.3887748118,0,0,0,HBACK,1,F,C,3
1.14,0.3887748118,0,0,0,SEDAN,3,M,D,6
2.53,0.334017796,0,0,0,STNWG,2,F,A,3
1.33,0.3887748118,0,0,0,SEDAN,3,F,D,2
1.67,0.3887748118,0,0,0,STNWG,4,F,B,6
2.77,0.3887748118,0,0,0,HDTOP,2,F,B,4
1.31,0.3887748118,0,0,0,STNWG,4,M,C,1
1.74,0.1259411362,0,0,0,HBACK,2,F,C,4
1.7,0.3887748118,0,0,0,TRUCK,1,F,E,2
1.29,0.0109514031,0,0,0,SEDAN,3,F,B,3
0.41,0.9993155373,0,0,0,STNWG,4,F,C,6
1.18,0.8158795346,0,0,0,HBACK,2,F,E,4
5.12,0.0109514031,0,0,0,STNWG,2,M,C,3
1.07,0.3367556468,0,0,0,UTE,4,F,C,1
3.09,0.8158795346,0,0,0,HBACK,2,F,A,6
0.88,0.4599589322,0,0,0,COUPE,4,F,B,4
1.18,0.0109514031,0,0,0,SEDAN,3,F,A,3
1.26,0.3887748118,0,0,0,UTE,4,M,C,3
0.43,0.6105407255,0,0,0,HBACK,4,F,B,5
3.06,0.1232032854,0,0,0,TRUCK,3,M,D,1
0.71,0.4216290212,0,0,0,HBACK,3,F,A,2
1.19,0.6105407255,0,0,0,STNWG,4,F,A,3
0.39,0.8706365503,0,0,0,HBACK,4,M,B,3
1.62,0.3887748118,0,0,0,MIBUS,4,M,B,4
1.05,0.9993155373,1,1,346.61999989,PANVN,4,M,B,5
0.44,0.334017796,1,1,329.9199996,HBACK,4,F,B,6
4.42,0.3778234086,0,0,0,TRUCK,1,F,C,2
1.34,0.128678987,0,0,0,UTE,3,M,C,5
1.08,0.9993155373,0,0,0,SEDAN,3,F,C,3
1.21,0.4599589322,0,0,0,STNWG,3,F,C,5
0.75,0.4599589322,0,0,0,SEDAN,4,F,E,3
1.78,0.4052019165,0,0,0,SEDAN,2,F,A,2
2.63,0.8240930869,0,0,0,STNWG,2,F,A,1
2.42,0.9993155373,0,0,0,SEDAN,2,F,C,6
0.87,0.4599589322,0,0,0,COUPE,4,F,A,2
1.64,0.1067761807,0,0,0,SEDAN,2,M,C,2
1.58,0.9801505818,0,0,0,PANVN,2,M,A,5
1.42,0.1834360027,1,1,8986.1799622,HBACK,2,M,A,4
1.02,0.0574948665,0,0,0,SEDAN,4,F,C,3
1.87,0.386036961,0,0,0,SEDAN,1,M,C,2
2.15,0.6625598905,0,0,0,HBACK,3,M,A,6
1.49,0.501026694,1,1,1008.3199997,SEDAN,3,F,B,4
1.82,0.6160164271,0,0,0,HBACK,2,F,D,2
1.89,0.9226557153,0,0,0,SEDAN,2,M,C,3
1.85,0.3969883641,0,0,0,SEDAN,3,F,E,6
1.1,0.076659822,0,0,0,HBACK,2,M,C,1
3.43,0.9226557153,0,0,0,SEDAN,2,F,C,3
1.33,0.4599589322,0,0,0,SEDAN,3,F,E,4
0.62,0.076659822,0,0,0,STNWG,4,M,A,2
2.09,0.0574948665,0,0,0,STNWG,2,M,B,2
1.38,0.0739219713,0,0,0,UTE,2,M,C,4
3.38,0.6461327858,0,0,0,STNWG,2,F,F,2
1.61,0.257357974,0,0,0,HBACK,2,M,B,2
1.74,0.7419575633,0,0,0,SEDAN,2,F,C,6
0.82,0.7419575633,1,1,829.00999832,HBACK,4,F,C,6
0.36,0.4325804244,0,0,0,SEDAN,4,M,D,4
2.14,0.0054757016,0,0,0,SEDAN,1,F,D,2
1.48,0.7419575633,1,1,2033.5,MIBUS,4,M,A,5
2.43,0.7419575633,0,0,0,SEDAN,1,F,A,6
0.92,0.7419575633,0,0,0,HBACK,3,F,B,6
0.79,0.7419575633,0,0,0,SEDAN,3,F,A,6
0.83,0.7419575633,0,0,0,SEDAN,3,F,C,5
0.44,0.7419575633,0,0,0,SEDAN,4,M,A,3
1.45,0.9993155373,0,0,0,TRUCK,4,M,E,4
0.95,0.7419575633,1,1,415.64999962,SEDAN,4,F,C,6
2.17,0.7392197125,0,0,0,SEDAN,2,F,B,3
0.8,0.8158795346,1,1,1912.4899979,UTE,4,M,F,2
1.78,0.7419575633,0,0,0,SEDAN,2,M,A,5
0.69,0.4599589322,0,0,0,HBACK,3,M,D,4
0.94,0.7419575633,0,0,0,SEDAN,4,F,D,3
0.74,0.7419575633,0,0,0,TRUCK,3,M,E,6
1,0.0793976728,0,0,0,HBACK,4,F,E,2
0.8,0.7419575633,0,0,0,HBACK,3,F,B,3
3.38,0.7419575633,0,0,0,STNWG,2,M,C,4
0.62,0.7419575633,0,0,0,STNWG,4,M,A,5
2.99,0.7419575633,0,0,0,STNWG,3,F,A,4
2.999,0.1806981519,0,0,0,SEDAN,1,F,C,3
0.59,0.7419575633,0,0,0,SEDAN,4,M,C,4
1.78,0.7419575633,0,0,0,STNWG,3,F,A,5
2.91,0.7419575633,0,0,0,STNWG,1,M,B,3
0.43,0.7419575633,0,0,0,HBACK,4,F,C,4
1.55,0.7419575633,0,0,0,HDTOP,4,M,E,5
3.33,0.5229295003,0,0,0,SEDAN,2,F,A,4
1.56,0.257357974,0,0,0,SEDAN,3,F,D,2
0.48,0.7419575633,1,1,339.37999964,HBACK,4,F,D,3
1.902,0.8186173853,0,0,0,TRUCK,1,F,B,3
3.36,0.5229295003,0,0,0,HBACK,1,M,A,6
0.84,0.3969883641,0,0,0,HBACK,3,F,D,4
0.89,0.257357974,0,0,0,SEDAN,4,F,A,4
1.41,0.7419575633,0,0,0,SEDAN,3,F,A,5
4.62,0.5393566051,0,0,0,STNWG,2,F,C,2
1.15,0.7419575633,0,0,0,SEDAN,3,F,A,5
0.87,0.7419575633,0,0,0,HBACK,3,F,B,5
3.51,0.7419575633,0,0,0,STNWG,3,M,D,4
2.27,0.7419575633,0,0,0,STNWG,3,F,E,2
0.42,0.6543463381,0,0,0,STNWG,4,M,A,3
1.04,0.257357974,0,0,0,SEDAN,4,F,C,4
1.45,0.1533196441,0,0,0,SEDAN,3,F,C,4
2.55,0.257357974,0,0,0,SEDAN,2,F,A,2
0.89,0.257357974,0,0,0,UTE,4,F,B,4
3.49,0.4599589322,0,0,0,HBACK,2,M,B,4
1.04,0.758384668,0,0,0,HBACK,2,M,C,6
2.54,0.476386037,0,0,0,SEDAN,1,M,D,3
1.86,0.1834360027,0,0,0,HBACK,2,M,C,5
1.01,0.7939767283,0,0,0,MIBUS,4,F,C,4
4.4,0.4599589322,0,0,0,COUPE,2,M,A,5
1.8,0.7857631759,0,0,0,SEDAN,4,F,A,4
0.47,0.9226557153,0,0,0,STNWG,4,F,B,3
1.66,0.6543463381,0,0,0,STNWG,3,M,C,3
3.08,0.076659822,0,0,0,STNWG,2,M,F,4
1.33,0.8158795346,0,0,0,SEDAN,3,F,A,4
1.19,0.4271047228,0,0,0,SEDAN,3,M,B,3
0.55,0.1971252567,0,0,0,SEDAN,4,M,D,6
1.97,0.0793976728,0,0,0,STNWG,4,F,C,1
0.71,0.6543463381,0,0,0,SEDAN,4,M,A,3
1.16,0.128678987,0,0,0,PANVN,3,F,B,3
0.95,0.6543463381,0,0,0,SEDAN,4,M,C,3
3.34,0.4599589322,0,0,0,STNWG,3,F,B,5
0.46,0.4599589322,0,0,0,SEDAN,4,M,A,2
0.6,0.128678987,0,0,0,SEDAN,4,M,C,5
0.7,0.4599589322,0,0,0,SEDAN,4,F,C,3
1.6143,0.6543463381,0,0,0,HBACK,1,F,C,2
1.6835,0.5420944559,0,0,0,HBACK,1,F,C,1
2.38,0.4572210814,1,1,200,SEDAN,1,M,B,5
1.05,0.4599589322,0,0,0,SEDAN,3,F,C,3
1.16,0.8843258042,0,0,0,STNWG,4,F,E,2
0.71,0.076659822,0,0,0,HBACK,3,F,B,3
0.94,0.6543463381,0,0,0,HBACK,3,F,E,3
1.36,0.6543463381,0,0,0,HBACK,2,F,B,2
1.7643,0.6543463381,0,0,0,HBACK,1,F,C,4
1.91,0.3778234086,0,0,0,SEDAN,2,M,C,4
1.58,0.0082135524,0,0,0,UTE,2,M,C,3
1.29,0.6543463381,0,0,0,SEDAN,3,F,B,3
3.61,0.0082135524,0,0,0,UTE,1,F,E,2
0.5,0.386036961,0,0,0,SEDAN,4,M,C,4
3.46,0.6543463381,0,0,0,STNWG,3,F,B,2
2.43,0.5749486653,0,0,0,STNWG,2,F,D,2
0.92,0.1861738535,0,0,0,HBACK,3,M,A,4
0.41,0.0082135524,0,0,0,COUPE,4,M,C,1
2.59,0.6543463381,0,0,0,STNWG,3,F,A,1
1.21,0.8706365503,0,0,0,HBACK,3,F,D,3
1.76,0.3887748118,0,0,0,HBACK,2,F,C,2
0.39,0.7008898015,0,0,0,HBACK,4,F,C,2
1.2,0.295687885,0,0,0,SEDAN,3,F,D,1
1.65,0.6461327858,1,1,200,SEDAN,2,F,E,2
0.35,0.076659822,0,0,0,SEDAN,4,M,C,6
1,0.1724845996,0,0,0,HBACK,3,M,A,4
1.18,0.8158795346,0,0,0,HBACK,2,M,E,6
1.69,0.8131416838,0,0,0,SEDAN,2,F,C,4
1.03,0.4572210814,1,1,2857.5899963,SEDAN,3,F,C,6
0.6,0.0821355236,0,0,0,SEDAN,4,F,E,5
0.77,0.0082135524,0,0,0,STNWG,4,F,B,4
4.59,0.1834360027,0,0,0,STNWG,2,M,F,1
1.65,0.5420944559,0,0,0,SEDAN,2,F,B,5
1.55,0.0684462697,0,0,0,STNWG,4,F,C,2
2.55,0.2765229295,0,0,0,STNWG,3,F,A,2
2.92,0.128678987,0,0,0,STNWG,3,M,C,4
2.234,0.6543463381,0,0,0,HBACK,1,F,B,3
1.89,0.0082135524,0,0,0,SEDAN,1,F,C,3
2.42,0.128678987,0,0,0,STNWG,3,F,F,3
1.01,0.6543463381,1,1,1018.1999989,SEDAN,4,M,A,4
1.04,0.386036961,0,0,0,SEDAN,3,M,A,4
2.17,0.501026694,0,0,0,STNWG,3,F,F,2
1.15,0.3832991102,0,0,0,STNWG,4,M,A,4
1.26,0.6543463381,1,1,6946.4599915,HBACK,2,F,B,5
1.89,0.9226557153,1,1,1193.8299999,HBACK,2,F,D,3
2.23,0.9911019849,1,2,1975.4099998,TRUCK,1,M,F,3
5.59,0.6543463381,0,0,0,SEDAN,2,M,D,3
2.85,0.0328542094,0,0,0,STNWG,1,M,D,6
0.76,0.0328542094,0,0,0,SEDAN,3,F,C,5
1.7,0.9664613279,0,0,0,SEDAN,2,F,A,3
0.76,0.0328542094,0,0,0,SEDAN,3,F,C,6
1,0.0328542094,1,1,3431.8899994,SEDAN,3,F,A,6
0.77,0.0328542094,0,0,0,SEDAN,4,F,C,5
2.23,0.9911019849,1,1,353.76999998,TRUCK,1,M,F,3
0.39,0.4052019165,0,0,0,HBACK,4,F,C,3
0.72,0.0328542094,0,0,0,SEDAN,4,M,C,5
1.57,0.0328542094,0,0,0,HBACK,2,F,A,6
0.68,0.0328542094,0,0,0,SEDAN,4,F,A,5
0.73,0.9664613279,0,0,0,HBACK,4,F,A,4
1.68,0.3832991102,1,1,200,SEDAN,2,F,B,5
0.72,0.0328542094,0,0,0,HBACK,4,F,C,3
3.08,0.0328542094,0,0,0,STNWG,1,M,A,3
1.05,0.9664613279,0,0,0,SEDAN,4,F,B,3
2.02,0.0328542094,0,0,0,STNWG,2,M,A,6
2.46,0.0328542094,0,0,0,STNWG,2,M,C,4
0.74,0.0328542094,0,0,0,HBACK,3,M,C,5
1.28,0.0328542094,0,0,0,SEDAN,3,M,A,6
0.45,0.0328542094,0,0,0,HBACK,4,M,D,4
1.1,0.0328542094,0,0,0,HBACK,3,F,E,6
4.79,0.3449691992,0,0,0,COUPE,2,M,A,3
2.3,0.0328542094,0,0,0,STNWG,3,M,C,1
1.39,0.9664613279,0,0,0,TRUCK,4,M,D,3
1.17,0.0328542094,0,0,0,SEDAN,3,F,C,6
1.3,0.3039014374,0,0,0,PANVN,4,M,D,6
2.69,0.0328542094,0,0,0,STNWG,3,M,B,6
4.5,0.9664613279,1,1,2925.7899933,STNWG,1,M,E,5
0.72,0.0328542094,0,0,0,HBACK,4,M,C,5
1.24,0.6543463381,0,0,0,STNWG,4,M,D,3
4.33,0.0328542094,0,0,0,SEDAN,3,F,A,5
0.48,0.9472963723,0,0,0,SEDAN,4,M,C,4
2.52,0.5475701574,0,0,0,STNWG,3,M,B,5
1.57,0.0328542094,0,0,0,SEDAN,2,F,A,4
2.65,0.2409308693,0,0,0,SEDAN,1,M,A,5
0.39,0.0328542094,0,0,0,SEDAN,4,F,E,6
1.32,0.4188911704,0,0,0,STNWG,4,M,A,4
0.9,0.0328542094,0,0,0,STNWG,4,F,C,6
1.47,0.0328542094,0,0,0,SEDAN,3,M,C,6
1.43,0.0328542094,0,0,0,SEDAN,3,F,A,3
1.45,0.6543463381,0,0,0,HBACK,2,F,A,3
0.65,0.9911019849,0,0,0,SEDAN,4,F,C,4
0.72,0.9664613279,0,0,0,SEDAN,4,M,C,3
1.75,0.0082135524,0,0,0,STNWG,4,M,C,4
0.6,0.0328542094,0,0,0,HBACK,4,F,C,3
0.77,0.0301163587,0,0,0,HBACK,3,F,B,2
1.41,0.0739219713,0,0,0,STNWG,4,M,B,3
2.97,0.3066392882,0,0,0,MIBUS,3,M,A,1
1.57,0.0328542094,0,0,0,STNWG,3,F,C,4
1.7,0.0328542094,0,0,0,SEDAN,2,F,D,5
2.82,0.4572210814,0,0,0,STNWG,1,M,B,2
1.25,0.0328542094,0,0,0,UTE,4,F,B,3
0.72,0.6543463381,0,0,0,HBACK,3,F,D,1
1.29,0.9664613279,1,1,353.76999998,HBACK,2,F,D,4
0.65,0.0328542094,0,0,0,SEDAN,4,F,C,2
2.56,0.386036961,0,0,0,STNWG,3,M,F,2
2.45,0.257357974,0,0,0,HDTOP,3,F,C,4
1.21,0.076659822,0,0,0,HBACK,3,F,C,1
0.38,0.9993155373,0,0,0,SEDAN,4,F,C,2
5.34,0.6543463381,0,0,0,STNWG,1,M,B,3
1.799,0.9199178645,0,0,0,SEDAN,1,F,B,3
1.79,0.9226557153,0,0,0,HDTOP,3,M,B,2
0.71,0.8459958932,0,0,0,SEDAN,4,F,A,1
0.53,0.386036961,0,0,0,HBACK,4,F,C,4
1.44,0.6132785763,0,0,0,PANVN,4,F,A,1
1.93,0.8131416838,0,0,0,HBACK,2,F,B,4
1.62,0.4572210814,0,0,0,SEDAN,3,F,C,5
0.39,0.9993155373,0,0,0,SEDAN,4,F,C,1
0.54,0.128678987,0,0,0,SEDAN,4,M,C,3
1.83,0.1861738535,0,0,0,SEDAN,3,F,B,3
1.28,0.386036961,1,1,289.08999991,HBACK,2,F,C,3
3.5,0.6132785763,0,0,0,TRUCK,2,F,D,2
2.21,0.6105407255,0,0,0,UTE,3,M,A,1
2.16,0.6543463381,0,0,0,HBACK,1,M,C,5
1.01,0.386036961,0,0,0,SEDAN,3,F,C,4
2.66,0.6543463381,0,0,0,STNWG,3,F,C,1
0.41,0.1259411362,0,0,0,HBACK,4,F,A,3
3.02,0.6543463381,0,0,0,TRUCK,2,M,E,2
7.47,0.6543463381,0,0,0,STNWG,1,M,C,3
1.37,0.6187542779,0,0,0,HBACK,1,F,A,4
2.14,0.0082135524,0,0,0,TRUCK,1,M,A,6
3.89,0.3531827515,0,0,0,UTE,1,M,B,4
0.46,0.1341546886,0,0,0,PANVN,4,M,B,3
3.81,0.0082135524,0,0,0,UTE,1,M,A,1
0.62,0.128678987,0,0,0,TRUCK,4,F,D,4
0.58,0.386036961,0,0,0,HBACK,4,M,C,2
1.56,0.6488706365,0,0,0,HBACK,3,F,C,5
1.68,0.0547570157,1,1,8657.9599609,UTE,4,M,E,1
0.8,0.3258042437,0,0,0,HBACK,3,F,C,2
0.68,0.386036961,0,0,0,SEDAN,4,F,C,4
0.44,0.0082135524,0,0,0,SEDAN,4,F,C,4
2.76,0.6543463381,0,0,0,STNWG,2,F,B,2
0.69,0.8733744011,0,0,0,HBACK,4,M,D,6
2.61,0.3312799452,0,0,0,HDTOP,1,M,C,3
1.02,0.6543463381,0,0,0,HBACK,4,F,C,6
0.93,0.0082135524,0,0,0,HBACK,2,F,D,3
1.35,0.6516084873,0,0,0,HBACK,2,F,B,2
3.01,0.4517453799,0,0,0,STNWG,3,M,A,6
2.07,0.6543463381,0,0,0,STNWG,3,M,A,4
0.29,0.4517453799,0,0,0,STNWG,4,M,B,5
1.76,0.6516084873,0,0,0,HBACK,3,F,B,1
3.31,0.2272416153,0,0,0,UTE,2,M,B,1
3.83,0.0054757016,0,0,0,UTE,1,F,D,2
1.93,0.4517453799,0,0,0,HBACK,1,F,D,3
1.18,0.4462696783,0,0,0,SEDAN,3,F,C,5
1.5,0.4490075291,0,0,0,SEDAN,2,M,D,6
1.63,0.4490075291,0,0,0,SEDAN,2,F,D,6
0.67,0.4490075291,0,0,0,SEDAN,4,F,B,3
1.28,0.4517453799,0,0,0,HBACK,2,M,A,6
1.08,0.4900752909,0,0,0,STNWG,4,M,E,4
0.74,0.5475701574,0,0,0,HBACK,4,M,B,6
1.19,0.2436687201,0,0,0,HBACK,4,M,C,4
1.64,0.4517453799,0,0,0,SEDAN,3,F,C,5
0.83,0.4462696783,0,0,0,SEDAN,4,M,C,5
0.37,0.4462696783,0,0,0,HBACK,4,F,C,5
3.04,0.925393566,1,1,4782.1099854,STNWG,3,M,D,3
1.29,0.4490075291,0,0,0,UTE,3,M,E,5
1.85,0.0082135524,0,0,0,UTE,1,M,A,4
1.22,0.2984257358,0,0,0,SEDAN,3,F,A,6
1.22,0.5475701574,0,0,0,SEDAN,3,F,C,6
1.22,0.4490075291,1,1,531.0899992,STNWG,4,F,C,4
0.55,0.5503080082,0,0,0,STNWG,4,F,C,2
0.61,0.4462696783,0,0,0,SEDAN,4,M,C,4
2.56,0.5311430527,0,0,0,MIBUS,3,M,C,3
1.5,0.386036961,0,0,0,HBACK,1,F,B,4
1.9,0.4462696783,0,0,0,STNWG,3,M,E,3
0.82,0.4490075291,0,0,0,HBACK,3,M,D,4
0.71,0.5776865161,0,0,0,STNWG,4,F,D,5
0.69,0.6269678302,0,0,0,HBACK,3,F,C,4
0.7,0.4462696783,0,0,0,SEDAN,4,F,B,4
1.32,0.386036961,0,0,0,SEDAN,3,F,C,3
1.14,0.4490075291,0,0,0,SEDAN,3,M,C,6
0.78,0.4517453799,0,0,0,HBACK,3,F,C,4
1.77,0.4462696783,0,0,0,SEDAN,1,M,A,6
1.6,0.0082135524,0,0,0,STNWG,3,F,C,2
1.53,0.4517453799,0,0,0,HBACK,2,F,A,6
3.74,0.6543463381,0,0,0,UTE,1,F,F,1
1.33,0.4517453799,0,0,0,STNWG,4,M,B,3
4.37,0.4517453799,0,0,0,STNWG,2,M,C,4
1.59,0.4517453799,0,0,0,HDTOP,4,M,D,6
1.75,0.4517453799,1,1,200,SEDAN,2,F,B,6
1.97,0.5174537988,0,0,0,STNWG,4,M,C,4
0.31,0.4106776181,0,0,0,HBACK,4,M,C,5
1,0.553045859,0,0,0,HBACK,3,F,C,6
1.88,0.9500342231,0,0,0,SEDAN,2,F,C,4
1.72,0.5503080082,0,0,0,SEDAN,2,F,C,2
0.79,0.4517453799,0,0,0,SEDAN,4,F,C,3
1.04,0.4462696783,0,0,0,STNWG,3,F,A,3
1.05,0.1341546886,0,0,0,SEDAN,4,F,B,3
1.86,0.4462696783,0,0,0,SEDAN,1,F,B,4
0.77,0.4709103354,0,0,0,SEDAN,4,F,C,3
3,0.4490075291,0,0,0,UTE,1,M,B,4
1.63,0.4490075291,0,0,0,HBACK,2,M,A,5
1.35,0.5475701574,0,0,0,SEDAN,3,F,C,4
0.37,0.4517453799,0,0,0,HBACK,4,F,C,5
0.99,0.4517453799,0,0,0,HDTOP,4,M,A,3
0.82,0.4490075291,0,0,0,SEDAN,3,F,E,5
4.08,0.1779603012,0,0,0,STNWG,1,M,E,3
0.81,0.2299794661,0,0,0,STNWG,4,F,B,5
3.76,0.4517453799,0,0,0,STNWG,2,M,E,3
0.28,0.4106776181,0,0,0,SEDAN,4,M,C,4
2.7,0.4517453799,0,0,0,STNWG,3,M,F,4
1.13,0.4736481862,0,0,0,HBACK,2,M,B,4
1.63,0.4517453799,0,0,0,HBACK,2,F,B,6
1.05,0.553045859,0,0,0,SEDAN,4,F,D,3
0.82,0.9938398357,0,0,0,HBACK,4,M,B,2
1.77,0.4462696783,0,0,0,SEDAN,1,F,A,5
1.05,0.4517453799,0,0,0,SEDAN,3,F,D,2
0.93,0.553045859,0,0,0,HBACK,3,F,C,3
1.14,0.4517453799,0,0,0,HBACK,2,M,C,5
0.38,0.4517453799,0,0,0,HBACK,4,M,D,4
3.93,0.1095140315,0,0,0,COUPE,2,M,A,6
3.99,0.4490075291,0,0,0,STNWG,2,M,D,4
2.234,0.6078028747,0,0,0,HBACK,1,F,B,5
0.46,0.4462696783,1,1,465.88999939,SEDAN,4,F,A,6
0.92,0.3258042437,0,0,0,COUPE,4,F,B,5
0.31,0.4490075291,0,0,0,HBACK,4,M,C,6
3.52,0.0629705681,0,0,0,STNWG,1,F,D,4
0.55,0.5475701574,0,0,0,STNWG,4,M,B,4
1.8,0.4490075291,0,0,0,SEDAN,2,M,D,5
0.9,0.4490075291,0,0,0,HBACK,3,F,A,4
1.45,0.4462696783,0,0,0,HBACK,2,F,B,5
0.97,0.4462696783,0,0,0,UTE,3,M,E,5
1.31,0.4462696783,0,0,0,UTE,4,M,D,3
