"state","eth","male","age","educ","n"
"MO","White",-0.5,"18-29","HS",83883
"MO","White",-0.5,"18-29","Some college",159647
"MO","White",-0.5,"18-29","4-Year College",70616
"MO","White",-0.5,"18-29","Post-grad",17085
"MO","White",-0.5,"30-39","No HS",17721
"MO","White",-0.5,"30-39","HS",56608
"MO","White",-0.5,"30-39","Some college",100319
"MO","White",-0.5,"30-39","4-Year College",76749
"MO","White",-0.5,"30-39","Post-grad",46965
"MO","White",-0.5,"40-49","No HS",20853
"MO","White",-0.5,"40-49","HS",66159
"MO","White",-0.5,"40-49","Some college",97375
"MO","White",-0.5,"40-49","4-Year College",64754
"MO","White",-0.5,"40-49","Post-grad",40727
"MO","White",-0.5,"50-59","No HS",27366
"MO","White",-0.5,"50-59","HS",112145
"MO","White",-0.5,"50-59","Some college",113510
"MO","White",-0.5,"50-59","4-Year College",66230
"MO","White",-0.5,"50-59","Post-grad",35666
"MO","White",-0.5,"60-69","No HS",24233
"MO","White",-0.5,"60-69","HS",111261
"MO","White",-0.5,"60-69","Some college",98512
"MO","White",-0.5,"60-69","4-Year College",47479
"MO","White",-0.5,"60-69","Post-grad",36471
"MO","White",-0.5,"70+","No HS",55481
"MO","White",-0.5,"70+","HS",150267
"MO","White",-0.5,"70+","Some college",77206
"MO","White",-0.5,"70+","4-Year College",30364
"MO","White",-0.5,"70+","Post-grad",23610
"MO","White",0.5,"18-29","No HS",41408
"MO","White",0.5,"18-29","HS",120056
"MO","White",0.5,"18-29","Some college",146242
"MO","White",0.5,"18-29","4-Year College",55164
"MO","White",0.5,"18-29","Post-grad",11110
"MO","White",0.5,"30-39","No HS",26028
"MO","White",0.5,"30-39","HS",87001
"MO","White",0.5,"30-39","Some college",95755
"MO","White",0.5,"30-39","4-Year College",62950
"MO","White",0.5,"30-39","Post-grad",30870
"MO","White",0.5,"40-49","No HS",23774
"MO","White",0.5,"40-49","HS",89127
"MO","White",0.5,"40-49","Some college",90718
"MO","White",0.5,"40-49","4-Year College",54992
"MO","White",0.5,"40-49","Post-grad",30008
"MO","White",0.5,"50-59","No HS",34831
"MO","White",0.5,"50-59","HS",125251
"MO","White",0.5,"50-59","Some college",94267
"MO","White",0.5,"50-59","4-Year College",55235
"MO","White",0.5,"50-59","Post-grad",32637
"MO","White",0.5,"60-69","No HS",25983
"MO","White",0.5,"60-69","HS",94984
"MO","White",0.5,"60-69","Some college",84524
"MO","White",0.5,"60-69","4-Year College",51525
"MO","White",0.5,"60-69","Post-grad",37571
"MO","White",0.5,"70+","No HS",37903
"MO","White",0.5,"70+","HS",91177
"MO","White",0.5,"70+","Some college",59339
"MO","White",0.5,"70+","4-Year College",33587
"MO","White",0.5,"70+","Post-grad",32379
"MO","Black",-0.5,"18-29","No HS",7345
"MO","Black",-0.5,"18-29","HS",18670
"MO","Black",-0.5,"18-29","Some college",34153
"MO","Black",-0.5,"18-29","4-Year College",6374
"MO","Black",-0.5,"18-29","Post-grad",1329
"MO","Black",-0.5,"30-39","No HS",5008
"MO","Black",-0.5,"30-39","HS",11875
"MO","Black",-0.5,"30-39","Some college",20326
"MO","Black",-0.5,"30-39","4-Year College",6419
"MO","Black",-0.5,"30-39","Post-grad",3651
"MO","Black",-0.5,"40-49","No HS",3729
"MO","Black",-0.5,"40-49","HS",13712
"MO","Black",-0.5,"40-49","Some college",17485
"MO","Black",-0.5,"40-49","4-Year College",6733
"MO","Black",-0.5,"40-49","Post-grad",4293
"MO","Black",-0.5,"50-59","No HS",6071
"MO","Black",-0.5,"50-59","HS",14116
"MO","Black",-0.5,"50-59","Some college",18048
"MO","Black",-0.5,"50-59","4-Year College",5413
"MO","Black",-0.5,"50-59","Post-grad",3683
"MO","Black",-0.5,"60-69","No HS",4312
"MO","Black",-0.5,"60-69","HS",9819
"MO","Black",-0.5,"60-69","Some college",13917
"MO","Black",-0.5,"60-69","4-Year College",3300
"MO","Black",-0.5,"60-69","Post-grad",3474
"MO","Black",-0.5,"70+","No HS",9125
"MO","Black",-0.5,"70+","HS",9598
"MO","Black",-0.5,"70+","Some college",8179
"MO","Black",-0.5,"70+","4-Year College",1783
"MO","Black",-0.5,"70+","Post-grad",2414
"MO","Black",0.5,"18-29","No HS",11714
"MO","Black",0.5,"18-29","HS",25890
"MO","Black",0.5,"18-29","Some college",23872
"MO","Black",0.5,"18-29","4-Year College",4656
"MO","Black",0.5,"18-29","Post-grad",706
"MO","Black",0.5,"30-39","No HS",5565
"MO","Black",0.5,"30-39","HS",15961
"MO","Black",0.5,"30-39","Some college",13032
"MO","Black",0.5,"30-39","4-Year College",3811
"MO","Black",0.5,"30-39","Post-grad",2372
"MO","Black",0.5,"40-49","No HS",5183
"MO","Black",0.5,"40-49","HS",13625
"MO","Black",0.5,"40-49","Some college",14126
"MO","Black",0.5,"40-49","4-Year College",4019
"MO","Black",0.5,"40-49","Post-grad",2159
"MO","Black",0.5,"50-59","No HS",6583
"MO","Black",0.5,"50-59","HS",14741
"MO","Black",0.5,"50-59","Some college",13013
"MO","Black",0.5,"50-59","4-Year College",3720
"MO","Black",0.5,"50-59","Post-grad",1889
"MO","Black",0.5,"60-69","No HS",4525
"MO","Black",0.5,"60-69","HS",10958
"MO","Black",0.5,"60-69","Some college",8277
"MO","Black",0.5,"60-69","4-Year College",2713
"MO","Black",0.5,"60-69","Post-grad",2091
"MO","Black",0.5,"70+","No HS",5032
"MO","Black",0.5,"70+","HS",6139
"MO","Black",0.5,"70+","Some college",4370
"MO","Black",0.5,"70+","4-Year College",1344
"MO","Black",0.5,"70+","Post-grad",1266
"MO","Other",-0.5,"18-29","No HS",3583
"MO","Other",-0.5,"18-29","HS",7592
"MO","Other",-0.5,"18-29","Some college",12136
"MO","Other",-0.5,"18-29","4-Year College",3707
"MO","Other",-0.5,"18-29","Post-grad",1743
"MO","Other",-0.5,"30-39","No HS",1906
"MO","Other",-0.5,"30-39","HS",2899
"MO","Other",-0.5,"30-39","Some college",5808
"MO","Other",-0.5,"30-39","4-Year College",3862
"MO","Other",-0.5,"30-39","Post-grad",3575
"MO","Other",-0.5,"40-49","No HS",1521
"MO","Other",-0.5,"40-49","HS",2880
"MO","Other",-0.5,"40-49","Some college",5027
"MO","Other",-0.5,"40-49","4-Year College",3553
"MO","Other",-0.5,"40-49","Post-grad",2855
"MO","Other",-0.5,"50-59","No HS",1942
"MO","Other",-0.5,"50-59","HS",3539
"MO","Other",-0.5,"50-59","Some college",4607
"MO","Other",-0.5,"50-59","4-Year College",2875
"MO","Other",-0.5,"50-59","Post-grad",2228
"MO","Other",-0.5,"60-69","No HS",2110
"MO","Other",-0.5,"60-69","HS",2608
"MO","Other",-0.5,"60-69","Some college",3166
"MO","Other",-0.5,"60-69","4-Year College",1353
"MO","Other",-0.5,"60-69","Post-grad",1184
"MO","Other",-0.5,"70+","No HS",1996
"MO","Other",-0.5,"70+","HS",1989
"MO","Other",-0.5,"70+","Some college",1695
"MO","Other",-0.5,"70+","4-Year College",1401
"MO","Other",-0.5,"70+","Post-grad",799
"MO","Other",0.5,"18-29","No HS",4308
"MO","Other",0.5,"18-29","HS",9693
"MO","Other",0.5,"18-29","Some college",12164
"MO","Other",0.5,"18-29","4-Year College",3487
"MO","Other",0.5,"18-29","Post-grad",891
"MO","Other",0.5,"30-39","No HS",1938
"MO","Other",0.5,"30-39","HS",3837
"MO","Other",0.5,"30-39","Some college",6336
"MO","Other",0.5,"30-39","4-Year College",3092
"MO","Other",0.5,"30-39","Post-grad",2410
"MO","Other",0.5,"40-49","No HS",2745
"MO","Other",0.5,"40-49","HS",3236
"MO","Other",0.5,"40-49","Some college",3767
"MO","Other",0.5,"40-49","4-Year College",2960
"MO","Other",0.5,"40-49","Post-grad",2655
"MO","Other",0.5,"50-59","No HS",1856
"MO","Other",0.5,"50-59","HS",3437
"MO","Other",0.5,"50-59","Some college",3928
"MO","Other",0.5,"50-59","4-Year College",2012
"MO","Other",0.5,"50-59","Post-grad",2443
"MO","Other",0.5,"60-69","No HS",1400
"MO","Other",0.5,"60-69","HS",2588
"MO","Other",0.5,"60-69","Some college",2601
"MO","Other",0.5,"60-69","4-Year College",1236
"MO","Other",0.5,"60-69","Post-grad",1278
"MO","Other",0.5,"70+","No HS",1113
"MO","Other",0.5,"70+","HS",968
"MO","Other",0.5,"70+","Some college",1274
"MO","Other",0.5,"70+","4-Year College",597
"MO","Other",0.5,"70+","Post-grad",1058
"MO","Hispanic",-0.5,"18-29","No HS",1594
"MO","Hispanic",-0.5,"18-29","HS",2967
"MO","Hispanic",-0.5,"18-29","Some college",5789
"MO","Hispanic",-0.5,"18-29","4-Year College",1614
"MO","Hispanic",-0.5,"18-29","Post-grad",345
"MO","Hispanic",-0.5,"30-39","No HS",642
"MO","Hispanic",-0.5,"30-39","HS",1465
"MO","Hispanic",-0.5,"30-39","Some college",3046
"MO","Hispanic",-0.5,"30-39","4-Year College",1404
"MO","Hispanic",-0.5,"30-39","Post-grad",991
"MO","Hispanic",-0.5,"40-49","No HS",1095
"MO","Hispanic",-0.5,"40-49","HS",1201
"MO","Hispanic",-0.5,"40-49","Some college",2302
"MO","Hispanic",-0.5,"40-49","4-Year College",1538
"MO","Hispanic",-0.5,"40-49","Post-grad",524
"MO","Hispanic",-0.5,"50-59","No HS",993
"MO","Hispanic",-0.5,"50-59","HS",1181
"MO","Hispanic",-0.5,"50-59","Some college",1749
"MO","Hispanic",-0.5,"50-59","4-Year College",962
"MO","Hispanic",-0.5,"50-59","Post-grad",648
"MO","Hispanic",-0.5,"60-69","No HS",740
"MO","Hispanic",-0.5,"60-69","HS",1580
"MO","Hispanic",-0.5,"60-69","Some college",973
"MO","Hispanic",-0.5,"60-69","4-Year College",596
"MO","Hispanic",-0.5,"60-69","Post-grad",190
"MO","Hispanic",-0.5,"70+","No HS",1008
"MO","Hispanic",-0.5,"70+","HS",972
"MO","Hispanic",-0.5,"70+","Some college",909
"MO","Hispanic",-0.5,"70+","4-Year College",184
"MO","Hispanic",-0.5,"70+","Post-grad",122
"MO","Hispanic",0.5,"18-29","No HS",1842
"MO","Hispanic",0.5,"18-29","HS",4825
"MO","Hispanic",0.5,"18-29","Some college",5407
"MO","Hispanic",0.5,"18-29","4-Year College",1306
"MO","Hispanic",0.5,"18-29","Post-grad",253
"MO","Hispanic",0.5,"30-39","No HS",1194
"MO","Hispanic",0.5,"30-39","HS",2759
"MO","Hispanic",0.5,"30-39","Some college",2956
"MO","Hispanic",0.5,"30-39","4-Year College",1471
"MO","Hispanic",0.5,"30-39","Post-grad",774
"MO","Hispanic",0.5,"40-49","No HS",1050
"MO","Hispanic",0.5,"40-49","HS",1991
"MO","Hispanic",0.5,"40-49","Some college",1997
"MO","Hispanic",0.5,"40-49","4-Year College",864
"MO","Hispanic",0.5,"40-49","Post-grad",612
"MO","Hispanic",0.5,"50-59","No HS",757
"MO","Hispanic",0.5,"50-59","HS",1002
"MO","Hispanic",0.5,"50-59","Some college",1481
"MO","Hispanic",0.5,"50-59","4-Year College",1027
"MO","Hispanic",0.5,"50-59","Post-grad",542
"MO","Hispanic",0.5,"60-69","No HS",652
"MO","Hispanic",0.5,"60-69","HS",901
"MO","Hispanic",0.5,"60-69","Some college",1050
"MO","Hispanic",0.5,"60-69","4-Year College",470
"MO","Hispanic",0.5,"60-69","Post-grad",315
"MO","Hispanic",0.5,"70+","No HS",729
"MO","Hispanic",0.5,"70+","HS",926
"MO","Hispanic",0.5,"70+","Some college",509
"MO","Hispanic",0.5,"70+","4-Year College",245
"MO","Hispanic",0.5,"70+","Post-grad",174
"MT","White",-0.5,"18-29","No HS",5230
"MT","White",-0.5,"18-29","HS",17420
"MT","White",-0.5,"18-29","Some college",27651
"MT","White",-0.5,"18-29","4-Year College",12027
"MT","White",-0.5,"18-29","Post-grad",2027
"MT","White",-0.5,"30-39","No HS",2041
"MT","White",-0.5,"30-39","HS",11362
"MT","White",-0.5,"30-39","Some college",18064
"MT","White",-0.5,"30-39","4-Year College",13856
"MT","White",-0.5,"30-39","Post-grad",7267
"MT","White",-0.5,"40-49","No HS",2096
"MT","White",-0.5,"40-49","HS",11247
"MT","White",-0.5,"40-49","Some college",16945
"MT","White",-0.5,"40-49","4-Year College",12545
"MT","White",-0.5,"40-49","Post-grad",7003
"MT","White",-0.5,"50-59","No HS",2946
"MT","White",-0.5,"50-59","HS",18988
"MT","White",-0.5,"50-59","Some college",24102
"MT","White",-0.5,"50-59","4-Year College",12903
"MT","White",-0.5,"50-59","Post-grad",6188
"MT","White",-0.5,"60-69","No HS",3176
"MT","White",-0.5,"60-69","HS",17789
"MT","White",-0.5,"60-69","Some college",23343
"MT","White",-0.5,"60-69","4-Year College",13582
"MT","White",-0.5,"60-69","Post-grad",7310
"MT","White",-0.5,"70+","No HS",6445
"MT","White",-0.5,"70+","HS",23273
"MT","White",-0.5,"70+","Some college",16921
"MT","White",-0.5,"70+","4-Year College",8514
"MT","White",-0.5,"70+","Post-grad",4387
"MT","White",0.5,"18-29","No HS",6854
"MT","White",0.5,"18-29","HS",25821
"MT","White",0.5,"18-29","Some college",28466
"MT","White",0.5,"18-29","4-Year College",8788
"MT","White",0.5,"18-29","Post-grad",845
"MT","White",0.5,"30-39","No HS",3537
"MT","White",0.5,"30-39","HS",15458
"MT","White",0.5,"30-39","Some college",18565
"MT","White",0.5,"30-39","4-Year College",13015
"MT","White",0.5,"30-39","Post-grad",5319
"MT","White",0.5,"40-49","No HS",2924
"MT","White",0.5,"40-49","HS",14910
"MT","White",0.5,"40-49","Some college",18404
"MT","White",0.5,"40-49","4-Year College",10348
"MT","White",0.5,"40-49","Post-grad",5331
"MT","White",0.5,"50-59","No HS",4686
"MT","White",0.5,"50-59","HS",21359
"MT","White",0.5,"50-59","Some college",19641
"MT","White",0.5,"50-59","4-Year College",11354
"MT","White",0.5,"50-59","Post-grad",5748
"MT","White",0.5,"60-69","No HS",2899
"MT","White",0.5,"60-69","HS",18061
"MT","White",0.5,"60-69","Some college",21167
"MT","White",0.5,"60-69","4-Year College",14036
"MT","White",0.5,"60-69","Post-grad",7941
"MT","White",0.5,"70+","No HS",6248
"MT","White",0.5,"70+","HS",17442
"MT","White",0.5,"70+","Some college",13476
"MT","White",0.5,"70+","4-Year College",8878
"MT","White",0.5,"70+","Post-grad",7613
"MT","Black",-0.5,"18-29","No HS",10
"MT","Black",-0.5,"18-29","HS",87
"MT","Black",-0.5,"18-29","Some college",211
"MT","Black",-0.5,"18-29","4-Year College",70
"MT","Black",-0.5,"18-29","Post-grad",0
"MT","Black",-0.5,"30-39","No HS",0
"MT","Black",-0.5,"30-39","HS",21
"MT","Black",-0.5,"30-39","Some college",34
"MT","Black",-0.5,"30-39","4-Year College",0
"MT","Black",-0.5,"30-39","Post-grad",15
"MT","Black",-0.5,"40-49","No HS",0
"MT","Black",-0.5,"40-49","HS",18
"MT","Black",-0.5,"40-49","Some college",86
"MT","Black",-0.5,"40-49","4-Year College",22
"MT","Black",-0.5,"40-49","Post-grad",32
"MT","Black",-0.5,"50-59","No HS",0
"MT","Black",-0.5,"50-59","HS",58
"MT","Black",-0.5,"50-59","Some college",29
"MT","Black",-0.5,"50-59","4-Year College",23
"MT","Black",-0.5,"50-59","Post-grad",38
"MT","Black",-0.5,"60-69","No HS",0
"MT","Black",-0.5,"60-69","HS",0
"MT","Black",-0.5,"60-69","Some college",24
"MT","Black",-0.5,"60-69","4-Year College",68
"MT","Black",-0.5,"60-69","Post-grad",35
"MT","Black",-0.5,"70+","No HS",0
"MT","Black",-0.5,"70+","HS",29
"MT","Black",-0.5,"70+","Some college",0
"MT","Black",-0.5,"70+","4-Year College",0
"MT","Black",-0.5,"70+","Post-grad",0
"MT","Black",0.5,"18-29","No HS",172
"MT","Black",0.5,"18-29","HS",558
"MT","Black",0.5,"18-29","Some college",168
"MT","Black",0.5,"18-29","4-Year College",182
"MT","Black",0.5,"18-29","Post-grad",0
"MT","Black",0.5,"30-39","No HS",291
"MT","Black",0.5,"30-39","HS",262
"MT","Black",0.5,"30-39","Some college",209
"MT","Black",0.5,"30-39","4-Year College",64
"MT","Black",0.5,"30-39","Post-grad",37
"MT","Black",0.5,"40-49","No HS",11
"MT","Black",0.5,"40-49","HS",51
"MT","Black",0.5,"40-49","Some college",36
"MT","Black",0.5,"40-49","4-Year College",53
"MT","Black",0.5,"40-49","Post-grad",79
"MT","Black",0.5,"50-59","No HS",4
"MT","Black",0.5,"50-59","HS",195
"MT","Black",0.5,"50-59","Some college",85
"MT","Black",0.5,"50-59","4-Year College",66
"MT","Black",0.5,"50-59","Post-grad",55
"MT","Black",0.5,"60-69","No HS",87
"MT","Black",0.5,"60-69","HS",64
"MT","Black",0.5,"60-69","Some college",67
"MT","Black",0.5,"60-69","4-Year College",0
"MT","Black",0.5,"60-69","Post-grad",4
"MT","Black",0.5,"70+","No HS",0
"MT","Black",0.5,"70+","HS",0
"MT","Black",0.5,"70+","Some college",3
"MT","Black",0.5,"70+","4-Year College",23
"MT","Black",0.5,"70+","Post-grad",0
"MT","Other",-0.5,"18-29","No HS",1698
"MT","Other",-0.5,"18-29","HS",4000
"MT","Other",-0.5,"18-29","Some college",3988
"MT","Other",-0.5,"18-29","4-Year College",387
"MT","Other",-0.5,"18-29","Post-grad",130
"MT","Other",-0.5,"30-39","No HS",728
"MT","Other",-0.5,"30-39","HS",1919
"MT","Other",-0.5,"30-39","Some college",2772
"MT","Other",-0.5,"30-39","4-Year College",883
"MT","Other",-0.5,"30-39","Post-grad",409
"MT","Other",-0.5,"40-49","No HS",670
"MT","Other",-0.5,"40-49","HS",1403
"MT","Other",-0.5,"40-49","Some college",2235
"MT","Other",-0.5,"40-49","4-Year College",801
"MT","Other",-0.5,"40-49","Post-grad",637
"MT","Other",-0.5,"50-59","No HS",865
"MT","Other",-0.5,"50-59","HS",1552
"MT","Other",-0.5,"50-59","Some college",1798
"MT","Other",-0.5,"50-59","4-Year College",990
"MT","Other",-0.5,"50-59","Post-grad",498
"MT","Other",-0.5,"60-69","No HS",384
"MT","Other",-0.5,"60-69","HS",1180
"MT","Other",-0.5,"60-69","Some college",2023
"MT","Other",-0.5,"60-69","4-Year College",407
"MT","Other",-0.5,"60-69","Post-grad",435
"MT","Other",-0.5,"70+","No HS",548
"MT","Other",-0.5,"70+","HS",857
"MT","Other",-0.5,"70+","Some college",850
"MT","Other",-0.5,"70+","4-Year College",308
"MT","Other",-0.5,"70+","Post-grad",219
"MT","Other",0.5,"18-29","No HS",2398
"MT","Other",0.5,"18-29","HS",3773
"MT","Other",0.5,"18-29","Some college",3601
"MT","Other",0.5,"18-29","4-Year College",443
"MT","Other",0.5,"18-29","Post-grad",182
"MT","Other",0.5,"30-39","No HS",737
"MT","Other",0.5,"30-39","HS",2460
"MT","Other",0.5,"30-39","Some college",2381
"MT","Other",0.5,"30-39","4-Year College",455
"MT","Other",0.5,"30-39","Post-grad",235
"MT","Other",0.5,"40-49","No HS",637
"MT","Other",0.5,"40-49","HS",2047
"MT","Other",0.5,"40-49","Some college",1673
"MT","Other",0.5,"40-49","4-Year College",815
"MT","Other",0.5,"40-49","Post-grad",187
"MT","Other",0.5,"50-59","No HS",992
"MT","Other",0.5,"50-59","HS",1579
"MT","Other",0.5,"50-59","Some college",1798
"MT","Other",0.5,"50-59","4-Year College",438
"MT","Other",0.5,"50-59","Post-grad",168
"MT","Other",0.5,"60-69","No HS",478
"MT","Other",0.5,"60-69","HS",1286
"MT","Other",0.5,"60-69","Some college",1283
"MT","Other",0.5,"60-69","4-Year College",731
"MT","Other",0.5,"60-69","Post-grad",148
"MT","Other",0.5,"70+","No HS",378
"MT","Other",0.5,"70+","HS",593
"MT","Other",0.5,"70+","Some college",554
"MT","Other",0.5,"70+","4-Year College",231
"MT","Other",0.5,"70+","Post-grad",172
"MT","Hispanic",-0.5,"18-29","No HS",139
"MT","Hispanic",-0.5,"18-29","HS",874
"MT","Hispanic",-0.5,"18-29","Some college",1058
"MT","Hispanic",-0.5,"18-29","4-Year College",413
"MT","Hispanic",-0.5,"18-29","Post-grad",287
"MT","Hispanic",-0.5,"30-39","No HS",12
"MT","Hispanic",-0.5,"30-39","HS",356
"MT","Hispanic",-0.5,"30-39","Some college",345
"MT","Hispanic",-0.5,"30-39","4-Year College",635
"MT","Hispanic",-0.5,"30-39","Post-grad",150
"MT","Hispanic",-0.5,"40-49","No HS",80
"MT","Hispanic",-0.5,"40-49","HS",425
"MT","Hispanic",-0.5,"40-49","Some college",715
"MT","Hispanic",-0.5,"40-49","4-Year College",247
"MT","Hispanic",-0.5,"40-49","Post-grad",67
"MT","Hispanic",-0.5,"50-59","No HS",58
"MT","Hispanic",-0.5,"50-59","HS",414
"MT","Hispanic",-0.5,"50-59","Some college",284
"MT","Hispanic",-0.5,"50-59","4-Year College",120
"MT","Hispanic",-0.5,"50-59","Post-grad",103
"MT","Hispanic",-0.5,"60-69","No HS",133
"MT","Hispanic",-0.5,"60-69","HS",321
"MT","Hispanic",-0.5,"60-69","Some college",395
"MT","Hispanic",-0.5,"60-69","4-Year College",0
"MT","Hispanic",-0.5,"60-69","Post-grad",101
"MT","Hispanic",-0.5,"70+","No HS",236
"MT","Hispanic",-0.5,"70+","HS",252
"MT","Hispanic",-0.5,"70+","Some college",50
"MT","Hispanic",-0.5,"70+","4-Year College",25
"MT","Hispanic",-0.5,"70+","Post-grad",27
"MT","Hispanic",0.5,"18-29","No HS",397
"MT","Hispanic",0.5,"18-29","HS",840
"MT","Hispanic",0.5,"18-29","Some college",1508
"MT","Hispanic",0.5,"18-29","4-Year College",418
"MT","Hispanic",0.5,"18-29","Post-grad",0
"MT","Hispanic",0.5,"30-39","No HS",34
"MT","Hispanic",0.5,"30-39","HS",316
"MT","Hispanic",0.5,"30-39","Some college",271
"MT","Hispanic",0.5,"30-39","4-Year College",167
"MT","Hispanic",0.5,"30-39","Post-grad",106
"MT","Hispanic",0.5,"40-49","No HS",187
"MT","Hispanic",0.5,"40-49","HS",567
"MT","Hispanic",0.5,"40-49","Some college",272
"MT","Hispanic",0.5,"40-49","4-Year College",265
"MT","Hispanic",0.5,"40-49","Post-grad",147
"MT","Hispanic",0.5,"50-59","No HS",351
"MT","Hispanic",0.5,"50-59","HS",589
"MT","Hispanic",0.5,"50-59","Some college",125
"MT","Hispanic",0.5,"50-59","4-Year College",82
"MT","Hispanic",0.5,"50-59","Post-grad",89
"MT","Hispanic",0.5,"60-69","No HS",75
"MT","Hispanic",0.5,"60-69","HS",71
"MT","Hispanic",0.5,"60-69","Some college",312
"MT","Hispanic",0.5,"60-69","4-Year College",172
"MT","Hispanic",0.5,"60-69","Post-grad",46
"MT","Hispanic",0.5,"70+","No HS",141
"MT","Hispanic",0.5,"70+","HS",133
"MT","Hispanic",0.5,"70+","Some college",119
"MT","Hispanic",0.5,"70+","4-Year College",0
"MT","Hispanic",0.5,"70+","Post-grad",39
"NE","White",-0.5,"18-29","No HS",6391
"NE","White",-0.5,"18-29","HS",22096
"NE","White",-0.5,"18-29","Some college",52661
"NE","White",-0.5,"18-29","4-Year College",27710
"NE","White",-0.5,"18-29","Post-grad",5444
"NE","White",-0.5,"30-39","No HS",2453
"NE","White",-0.5,"30-39","HS",12893
"NE","White",-0.5,"30-39","Some college",33840
"NE","White",-0.5,"30-39","4-Year College",29655
"NE","White",-0.5,"30-39","Post-grad",15333
"NE","White",-0.5,"40-49","No HS",2806
"NE","White",-0.5,"40-49","HS",14477
"NE","White",-0.5,"40-49","Some college",32661
"NE","White",-0.5,"40-49","4-Year College",23765
"NE","White",-0.5,"40-49","Post-grad",12991
"NE","White",-0.5,"50-59","No HS",3445
"NE","White",-0.5,"50-59","HS",29459
"NE","White",-0.5,"50-59","Some college",40247
"NE","White",-0.5,"50-59","4-Year College",22766
"NE","White",-0.5,"50-59","Post-grad",10466
"NE","White",-0.5,"60-69","No HS",4050
"NE","White",-0.5,"60-69","HS",27892
"NE","White",-0.5,"60-69","Some college",35868
"NE","White",-0.5,"60-69","4-Year College",18327
"NE","White",-0.5,"60-69","Post-grad",10929
"NE","White",-0.5,"70+","No HS",9984
"NE","White",-0.5,"70+","HS",45444
"NE","White",-0.5,"70+","Some college",29509
"NE","White",-0.5,"70+","4-Year College",12157
"NE","White",-0.5,"70+","Post-grad",5686
"NE","White",0.5,"18-29","No HS",9724
"NE","White",0.5,"18-29","HS",30805
"NE","White",0.5,"18-29","Some college",53545
"NE","White",0.5,"18-29","4-Year College",21459
"NE","White",0.5,"18-29","Post-grad",3006
"NE","White",0.5,"30-39","No HS",3943
"NE","White",0.5,"30-39","HS",20497
"NE","White",0.5,"30-39","Some college",36068
"NE","White",0.5,"30-39","4-Year College",25566
"NE","White",0.5,"30-39","Post-grad",10437
"NE","White",0.5,"40-49","No HS",4115
"NE","White",0.5,"40-49","HS",19854
"NE","White",0.5,"40-49","Some college",32836
"NE","White",0.5,"40-49","4-Year College",21400
"NE","White",0.5,"40-49","Post-grad",10232
"NE","White",0.5,"50-59","No HS",4857
"NE","White",0.5,"50-59","HS",35625
"NE","White",0.5,"50-59","Some college",35300
"NE","White",0.5,"50-59","4-Year College",19792
"NE","White",0.5,"50-59","Post-grad",9373
"NE","White",0.5,"60-69","No HS",4900
"NE","White",0.5,"60-69","HS",25134
"NE","White",0.5,"60-69","Some college",31774
"NE","White",0.5,"60-69","4-Year College",18357
"NE","White",0.5,"60-69","Post-grad",11280
"NE","White",0.5,"70+","No HS",7953
"NE","White",0.5,"70+","HS",30775
"NE","White",0.5,"70+","Some college",18738
"NE","White",0.5,"70+","4-Year College",11057
"NE","White",0.5,"70+","Post-grad",9214
"NE","Black",-0.5,"18-29","No HS",885
"NE","Black",-0.5,"18-29","HS",2511
"NE","Black",-0.5,"18-29","Some college",3832
"NE","Black",-0.5,"18-29","4-Year College",592
"NE","Black",-0.5,"18-29","Post-grad",181
"NE","Black",-0.5,"30-39","No HS",741
"NE","Black",-0.5,"30-39","HS",1375
"NE","Black",-0.5,"30-39","Some college",1807
"NE","Black",-0.5,"30-39","4-Year College",1056
"NE","Black",-0.5,"30-39","Post-grad",603
"NE","Black",-0.5,"40-49","No HS",288
"NE","Black",-0.5,"40-49","HS",1336
"NE","Black",-0.5,"40-49","Some college",1699
"NE","Black",-0.5,"40-49","4-Year College",675
"NE","Black",-0.5,"40-49","Post-grad",467
"NE","Black",-0.5,"50-59","No HS",601
"NE","Black",-0.5,"50-59","HS",788
"NE","Black",-0.5,"50-59","Some college",1994
"NE","Black",-0.5,"50-59","4-Year College",653
"NE","Black",-0.5,"50-59","Post-grad",157
"NE","Black",-0.5,"60-69","No HS",321
"NE","Black",-0.5,"60-69","HS",973
"NE","Black",-0.5,"60-69","Some college",1321
"NE","Black",-0.5,"60-69","4-Year College",538
"NE","Black",-0.5,"60-69","Post-grad",175
"NE","Black",-0.5,"70+","No HS",591
"NE","Black",-0.5,"70+","HS",847
"NE","Black",-0.5,"70+","Some college",375
"NE","Black",-0.5,"70+","4-Year College",201
"NE","Black",-0.5,"70+","Post-grad",132
"NE","Black",0.5,"18-29","No HS",893
"NE","Black",0.5,"18-29","HS",3077
"NE","Black",0.5,"18-29","Some college",3837
"NE","Black",0.5,"18-29","4-Year College",441
"NE","Black",0.5,"18-29","Post-grad",247
"NE","Black",0.5,"30-39","No HS",509
"NE","Black",0.5,"30-39","HS",1519
"NE","Black",0.5,"30-39","Some college",2005
"NE","Black",0.5,"30-39","4-Year College",925
"NE","Black",0.5,"30-39","Post-grad",476
"NE","Black",0.5,"40-49","No HS",530
"NE","Black",0.5,"40-49","HS",1844
"NE","Black",0.5,"40-49","Some college",1631
"NE","Black",0.5,"40-49","4-Year College",600
"NE","Black",0.5,"40-49","Post-grad",439
"NE","Black",0.5,"50-59","No HS",474
